,post_text,followers,friends,favourites,statuses,retweets,label,Day_of_week,Exact_data,year,month,day,time
182,What a happy little dog! :) : Rose plays with a balloon https://t.co/Q75cZVKHtz via @YouTube,84,211,251,837,0,1,Sat,2015-08-08,2015,8,8,10:30:57
183,4 snuffly hedgehogs out for dinner this evening ❤️,84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,20:48:48
184,Poor babies :( https://t.co/SMZnjrNrrK,84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,12:31:20
185,Oh no! What is wrong with people?!?!  :( https://t.co/zl9f9h6agQ,84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,12:08:16
186,The estate agent is officially pissing me off now...,84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,11:52:55
187,"RT @BBCCambs: Woman, 20, assaulted as she walked home in Peterborough - appeal by @CambsCops http://t.co/q5ZXbWpDOm",84,211,251,837,2,1,Fri,2015-08-07,2015,8,7,11:51:39
188,RT @richardbranson: Why big game animals are worth more alive than dead: http://t.co/RovVjkRo2Q http://t.co/k5hWnhcdzF,84,211,251,837,459,1,Fri,2015-08-07,2015,8,7,11:43:49
189,"@DonkeySanctuary a mention in The Times, fastest growing farm attraction. How lovely! Yay for the donkeys!! 💕 http://t.co/zFkMaLzZRK",84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,07:39:34
190,Are the schools now out? There’s no traffic this morning. Feels really odd...,84,211,251,837,0,1,Fri,2015-08-07,2015,8,7,07:02:55
191,Square 8 complete. Trebles and bobbles! #crochet http://t.co/2cu6FpvKeW,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,23:33:39
192,RT @Protect_Wldlife: Please RT: A massive THANK YOU to the kind souls who look after the orphans of the #Rhino horn trade. #InSafeHands htt…,84,211,251,837,1384,1,Thu,2015-08-06,2015,8,6,19:03:20
193,RT @Protect_Wldlife: Scared baby #Elephant Rapa's cries saved him from drowning. http://t.co/qiEZ1AIM6x Many thanks to the @DSWT team! http…,84,211,251,837,416,1,Thu,2015-08-06,2015,8,6,19:02:53
194,"It's been a while river Cam, but you still fill me with joy 🙏🏼💕 https://t.co/SzdImZ4HBv",84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,16:54:52
195,A beautiful evening for gentle walk home... https://t.co/JW4hie24Jl,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,16:49:40
196,Yaay! Grantchester! 😁👍🏼 https://t.co/YdQ4NKQyzc,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,16:22:47
197,I ❤️ bus drivers who actually wait for elderly passengers to sit before they start driving off. They aren't all so nice...,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,16:22:11
198,#RIP George... Minder star George Cole dies at 90 http://t.co/Om3Bqe3P57,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,10:34:15
199,Poffy will alway take time out from his hectic schedule of sleeping &amp; eating to give his buddy a quick wash... ❤️ http://t.co/2801UBO3on,84,211,251,837,0,1,Thu,2015-08-06,2015,8,6,07:28:37
200,Trying a new stitch. Bit uneven so  this is my test attempt 😊 #crochet https://t.co/9sEF1JpRGu,84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,21:07:51
201,RT @RSPCA_official: RT @heartwiltsnews: Kittens found in car towed 87 miles from #Swindon: http://t.co/XDH7vv640A #HeartNews http://t.co/gS…,84,211,251,837,24,1,Wed,2015-08-05,2015,8,5,17:15:07
202,"How the boy in front of me, who has a beard and reeks of lager, has just got a child bus fare is a mystery 😳",84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,16:36:57
203,I’m now a step closer towards contracts signed and completion on the house. Exciting times! 😎,84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,16:29:14
204,Disgusting. I hope they catch the person doing it.  https://t.co/9ejubl3XC7,84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,10:56:20
205,RT @twistedthread: Minions fans! This pattern's for you http://t.co/B6nCIujZi8 #sewing #felt http://t.co/D52ww2qKJb,84,211,251,837,7,1,Wed,2015-08-05,2015,8,5,09:45:42
206,"@CatsProtection one of my girls, doing what she does best, sleeping! 💗 #WhiskersWednesday http://t.co/ZuJ8Nwz48B",84,211,251,837,4,1,Wed,2015-08-05,2015,8,5,09:44:17
207,I wish the foreign language schools in Cambridge would teach students some manners too... 😤,84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,07:00:36
208,"Bad night's sleep. Weird, anxiety dreams have left me feeling anything but refreshed 😕",84,211,251,837,0,1,Wed,2015-08-05,2015,8,5,06:13:55
209,@the_candourist fantastic first vlog. Very emotional. Beautifully filmed. Good luck on your epic ride 👊🏼🍀,84,211,251,837,0,1,Tue,2015-08-04,2015,8,4,17:18:58
210,Just this http://t.co/VDErR663eU,84,211,251,837,0,1,Tue,2015-08-04,2015,8,4,16:52:56
211,...and it's only Tuesday morning... http://t.co/9mxCpI5SJN,84,211,251,837,0,1,Tue,2015-08-04,2015,8,4,08:42:23
212,Random song popped into my head... Midnight Train to Georgia. No idea why or where from... http://t.co/w0bsahUYbb,84,211,251,837,0,1,Tue,2015-08-04,2015,8,4,06:40:12
213,Life may only seem perfect to the outside world #motivationalquotes http://t.co/7EaDTs8Qb4,84,211,251,837,0,1,Tue,2015-08-04,2015,8,4,06:12:41
214,"RT @rickygervais: On a serious note, I'm so incredibly proud of all of you for your unified compassion and condemnation of animals abusers.…",84,211,251,837,995,1,Mon,2015-08-03,2015,8,3,21:12:01
215,There's nothing more delicious than coming home and taking off the work clothes... 😊,84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,18:47:30
216,Talking 80s TV shows this afternoon brought up mention of the talking aspidistra. Who remembers that? 😉,84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,16:46:29
217,Appeal to identify suspects after homophobic assault on train back to London from Brighton Pride https://t.co/zCH0e0kVFg,84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,16:31:24
218,Retro sweets Monday 😁 https://t.co/qmca1QFuhs,84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,11:35:14
219,"RT @designtaxi: Makeup artist paints wonderful, whimsical scenes of adorable cats on eyelids http://t.co/HoGYWEsBYl http://t.co/5y8mTUlszW",84,211,251,837,58,1,Mon,2015-08-03,2015,8,3,07:28:49
220,RT @folksy: Feeling overwhelmed? - Craft Business Advice - Time Management Tips  - http://t.co/STADTOt2OY,84,211,251,837,5,1,Mon,2015-08-03,2015,8,3,07:16:21
221,RT @designtaxi: Know of a cat-loving friend who would love to have this patch? http://t.co/TOyxOBW1jt http://t.co/EjAX83Yl40,84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,07:14:41
222,RT @craftsbeautiful: #yarnbombing has come to Coronation Street! http://t.co/MC8Xar7kUv http://t.co/XaxPcJU14d,84,211,251,837,1,1,Mon,2015-08-03,2015,8,3,07:13:42
223,"Monday, I'm coming to get ya #positiveaffirmations http://t.co/GV0tuIn8md",84,211,251,837,0,1,Mon,2015-08-03,2015,8,3,07:10:11
224,Remember this http://t.co/myLwHHyv1D,84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,22:51:20
225,Pre 'Monday-anxiety' anxiety sucks 😟,84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,22:37:50
226,How wonderful 😊💗 https://t.co/WVUwZfkLal,84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,22:24:43
227,Holywell river front https://t.co/XjZYXOBaPt,84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,15:30:46
228,Sunday lunch at the Old Ferryboat Inn... https://t.co/bB13500Cy2,84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,13:52:44
229,"RIP Cilla... Cilla Black dies, aged 72 | via @Telegraph http://t.co/vXpY3OnxJS",84,211,251,837,0,1,Sun,2015-08-02,2015,8,2,11:56:09
230,The Bangles - Eternal Flame  http://t.co/WRv8vTcnJ8,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,19:58:57
231,Soooo sleepy... and it’s only 8:30 on a Saturday night! 😴,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,19:38:41
232,My first #crochet flower... http://t.co/ybbOv8iQik,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,18:43:19
233,Funny how a song can transport you to a time and place... remind you of someone... causing a physical jolt... changing the moment instantly,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,16:19:23
234,I only went in to @Hobbycraft for black buttons. Several balls of wool &amp; a needle felt kit later... http://t.co/qXCsJt0hOP,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,15:20:45
235,Mashed avocado on toast... breakfast of champions 💗 https://t.co/D22S28tSNT,84,211,251,837,0,1,Sat,2015-08-01,2015,8,1,06:52:41
236,RT @richardbranson: Why protecting endangered species is one of the most important things any of us can do: http://t.co/I0v3Kmqjy0 http://t…,84,211,251,837,518,1,Fri,2015-07-31,2015,7,31,19:52:35
237,💗 this... Tears For Fears - Head Over Heels http://t.co/wcdyqrNWCf,84,211,251,837,0,1,Fri,2015-07-31,2015,7,31,18:42:59
238,Mum is out of surgery and seems to be fine. Overnight in the hospital then home tomorrow... 😊,84,211,251,837,0,1,Fri,2015-07-31,2015,7,31,18:28:51
239,New #crochet project... making red poppies to sell for the British Legion. First flowers I’ve ever made 😊,84,211,251,837,0,1,Fri,2015-07-31,2015,7,31,18:20:39
240,What a vile sub-human... https://t.co/v8ADW40cVQ,84,211,251,837,0,1,Fri,2015-07-31,2015,7,31,17:00:25
241,Good to be home. Happy it’s finally Friday and work is over... 😊,84,211,251,837,0,1,Fri,2015-07-31,2015,7,31,16:25:11
242,"RT @RSPCA_official: Would you know what to do if your cat was poisoned? See symptoms &amp; advice on what to do, here: http://t.co/1x7QhZOZzp h…",84,211,251,837,50,1,Fri,2015-07-31,2015,7,31,14:25:11
243,Is #depression an illness? https://t.co/fDKqA7OpWA,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,14:15:26
244,Searching for a #therapist that meets on weekends? https://t.co/I0KyqS5ccm,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,13:15:27
245,The 1st Lady’s mental health road map? #mental #wellness https://t.co/GgGJ0N9ehX,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,12:15:25
246,Want your #teen to practice safe #sex? #parenting https://t.co/rgooMJ9ZkN,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,11:15:24
247,Untreated mental illness leaves 2 dead: #mentalillness https://t.co/5DbkU63byZ,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,10:15:18
248,#Stereotypes about #teens can undermine parents? https://t.co/B4pt0UJftq,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,09:15:12
249,What do you do when your loved one is in #crisis? https://t.co/iMsHcLlfeo,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,08:15:11
250,#Parenting with mental illness: #mentalillness https://t.co/UZeFiuSCeN,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,07:15:09
251,How #recovery from #addiction impacts the #family? https://t.co/7GesKMVBxI,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,06:15:07
252,#Heroin deaths on a surge? https://t.co/BLn2Dy3wJd,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,05:15:07
253,How not to raise a #narcissist: https://t.co/iFVP7n4lhD,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,04:45:31
254,Top 13 #relationship deal breakers: https://t.co/G7XBNBG0a8,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,02:45:32
255,CBT for the winter blues? https://t.co/S8qQPZffOG,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,01:45:36
256,The Decisive #Marriage: https://t.co/4L9mJjBsj2,189,169,698,3694,0,1,Sat,2015-11-07,2015,11,7,00:15:43
257,Is mental suffering just like any other illness? #mentalillness https://t.co/mrRSFeHCJG,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,23:05:25
258,75% of wounded veterans suffer from #PTSD? https://t.co/kja7b4hkfw,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,21:35:25
259,"#Stressed, tired and rushed: #family https://t.co/46OCjnAljy",189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,17:06:19
260,The Client/ #Therapist #relationship: https://t.co/ZpP2xejRL5,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,12:55:14
261,What's a #traumatic #birth? https://t.co/iSz9r9d4uR,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,11:15:26
262,A U.S. #Therapist General? https://t.co/RR7pfW5wO0,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,09:05:13
263,Is #addiction a crisis in the U.S.? https://t.co/idXDoONIbf,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,07:00:27
264,How could jewelry help prevent sexual #assault? https://t.co/C4Y1ci0Voj,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,05:20:07
265,#Gonorrhea becoming more resistant ? #STD https://t.co/3XSuj5vEO3,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,04:45:31
266,Should parents have the #sex talk with their #children? https://t.co/8iuFQiNOWI,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,02:45:33
267,Subtle #suicide: https://t.co/uI5SPpZjxF,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,01:45:41
268,Does Halloween #traumatize #children? https://t.co/bBecDKmh2U,189,169,698,3694,0,1,Fri,2015-11-06,2015,11,6,00:15:44
269,#College students and #alcohol disorders: https://t.co/9zDvTemV2F,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,23:05:30
270,More white men die from #suicide and #substance abuse: https://t.co/5DCfH8aiS1,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,21:35:24
271,Same #sex #couples and fertility benefits: https://t.co/mDd33Zhdol,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,17:06:24
272,March against #eating #disorders in Washington: https://t.co/7IXmAD1XaR,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,12:55:15
273,#Anorexic woman weighed 40 pounds: https://t.co/lFS6FqgNFL,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,11:15:28
274,Love a #women with #anxiety? https://t.co/rZXY9JGwBe,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,09:05:15
275,#Mindfulness in the workplace: https://t.co/nIvRzSqE7W,189,169,698,3694,1,1,Thu,2015-11-05,2015,11,5,07:00:27
276,How to teach #children how to self-advocate: #parenting https://t.co/TjdzOMu5Ua,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,05:20:09
277,How can #children inherit our #anxiety? https://t.co/ttw0BgRbqS,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,04:45:42
278,#Children and self-esteem: https://t.co/S3Dz8UqYji,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,02:45:40
279,What happens when you try to prevent every #suicide: https://t.co/YA5jcyIhij,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,01:45:43
280,How to deal with mental health issues at work: #mentalhealth https://t.co/YzwzwPxXiy,189,169,698,3694,0,1,Thu,2015-11-05,2015,11,5,00:15:43
281,#Peer support and breaking the #stigma: https://t.co/avmVqvezGx,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,23:05:31
282,"#Teens, #self-harm, #bullying, and #sexting: https://t.co/NCEKZw8t5A",189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,21:35:24
283,Limit video game time to help manage #ADHD? https://t.co/92w8iV5e6b,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,17:06:25
284,How to stop #child #abuse? https://t.co/lFtW4lpGs2,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,12:55:16
285,Need a weekend counseling appointment in CT? https://t.co/DRW6HNlRkY,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,11:15:35
286,Do you know the signs of #child #neglect? https://t.co/PaLX7pYTc7,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,09:05:13
287,#Love a person with mental illness? #mentalillness https://t.co/YN9txXMcRZ,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,07:00:35
288,Messages to those with mental illness worldwide: #mentalillness https://t.co/zj4cyOnWoW,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,05:20:07
289,How do you accept your #emotions? #acceptance https://t.co/ENrbFZ6qfS,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,04:45:37
290,Need a #therapist that accepts #Husky insurance in CT? https://t.co/qa3Oxxuqah,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,02:45:36
291,What are some side effects of #antidepressants? https://t.co/wPkchM2OsT,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,01:45:48
292,Think your sadness may be #depression? https://t.co/N6Bo4PQLoZ,189,169,698,3694,0,1,Wed,2015-11-04,2015,11,4,00:15:45
293,Mental health and academic life: #mentalhealth https://t.co/HgTENMFT2y,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,23:05:32
294,When it comes to #stress do women have it worse? https://t.co/FjCCS59mzn,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,21:35:23
295,Poor #parenting and children behavior problems: https://t.co/ebDGrwjURk,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,17:06:15
296,#Dating sites connected to STD  increase? https://t.co/8Tf90Gvl2Q,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,12:55:14
297,Searching for a #counselor that meets on weekends? https://t.co/ORUlLlzO8D,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,11:15:33
298,Subtle signs of #depression: https://t.co/Z5ZWJu2OoU,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,09:05:13
299,#Men account for 76% of #suicides in 2014? https://t.co/ka1aDaKnDH,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,07:00:28
300,Accountants and mental health: #stress https://t.co/p3k1LHa0WU,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,05:20:09
301,Another way to counter #anxiety? https://t.co/RXiFoDLU56,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,04:45:36
302,Does legalizing #prostitution lead to more #trafficking? https://t.co/YXt8mj2hkV,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,02:45:39
303,Things you shouldn’t do after an #affair? https://t.co/Wv2Yf0IhHS,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,01:45:48
304,Does early life #stress lead to #depression later on? https://t.co/UQLOWlVP8h,189,169,698,3694,0,1,Tue,2015-11-03,2015,11,3,00:15:49
305,Is your #marriage good for your health? https://t.co/Ba9iGINNBl,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,23:05:30
306,Do you struggle with the need for #perfection? https://t.co/CYutjsH9Mi,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,21:35:26
307,How has birth control impacted your #marriage? https://t.co/TDQFZL2Fur,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,17:05:43
308,How do seniors cope with #depression? https://t.co/twyblQ4AxV,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,12:55:15
309,How do you make sense out of #depression? https://t.co/E9DrgrClmn,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,11:15:29
310,How does #stress effect your #health? https://t.co/GxXCFMGP1f,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,09:05:13
311,Black men and mental illness: #mentalillness https://t.co/Cws4FHg48J,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,07:00:30
312,Understanding #anxiety in men: https://t.co/YWQPeulzTW,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,05:20:06
313,Mentally ill left behind: #mentalillnes https://t.co/3VBpl3SdHx,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,04:15:28
314,Tackling feelings of #resentment? https://t.co/J8Vk1A07Du,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,03:15:30
315,Myths that undermine #addiction #recovery? https://t.co/5ESWo5rKJ6,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,02:15:33
316,How many people do you know with a #cocaine problem? #addiction https://t.co/MwkaTy7OK6,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,01:15:38
317,#Children and pot #addiction https://t.co/iOPC5Nqd3X,189,169,698,3694,0,1,Mon,2015-11-02,2015,11,2,00:15:32
318,#PTSD after a flood? https://t.co/BwJukxaief,189,169,698,3694,0,1,Sun,2015-11-01,2015,11,1,23:15:34
